medcode,readcode,readterm,cat,score
59991,C10D.11,Maturity onset diabetes in youth type 2,Diabetes (uncomplicated),1
43857,C10M.00,Lipoatrophic diabetes mellitus,Diabetes (uncomplicated),1
12455,C10E.11,Type I diabetes mellitus,Diabetes (uncomplicated),1
18278,C109J00,Insulin treated Type 2 diabetes mellitus,Diabetes (uncomplicated),1
28769,66AV.00,Diabetic on insulin and oral treatment,Diabetes (uncomplicated),1
31171,2G5G.00,O/E - Right diabetic foot at high risk,Diabetes (uncomplicated),1
108634,9NJy.00,In-house diabetic foot screening,Diabetes (uncomplicated),1
106269,9m0..00,Diabetic retinopathy screening administrative status,Diabetes (uncomplicated),1
9958,42W..00,Hb. A1C - diabetic control,Diabetes (uncomplicated),1
100533,66AQ000,Unsuitable for diabetes year of care programme,Diabetes (uncomplicated),1
63371,C10y100,"Diabetes mellitus, adult, + other specified manifestation",Diabetes (uncomplicated),1
303253,250 AK,MATURITY ONSET DIABETES MELLITUS INSULIN,Diabetes (uncomplicated),1
8836,66AR.00,Diabetes management plan given,Diabetes (uncomplicated),1
36633,C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes (uncomplicated),1
55123,66AO.00,Date diabetic treatment stopp.,Diabetes (uncomplicated),1
94330,8H4e.00,Referral to diabetes special interest general practitioner,Diabetes (uncomplicated),1
93631,9OLL.00,XPERT diabetes structured education programme completed,Diabetes (uncomplicated),1
11094,9NND.00,Under care of diabetic foot screener,Diabetes (uncomplicated),1
69163,8HTi.00,Referral to multidisciplinary diabetic clinic,Diabetes (uncomplicated),1
93380,C10N100,Cystic fibrosis related diabetes mellitus,Diabetes (uncomplicated),1
107793,9Oy0400,Diabetic foot screening invitation third letter,Diabetes (uncomplicated),1
55431,L180X00,"Pre-existing diabetes mellitus, unspecified",Diabetes (uncomplicated),1
1549,C10E.00,Type 1 diabetes mellitus,Diabetes (uncomplicated),1
247153,250 G,ULCER DIABETIC,Diabetes (uncomplicated),1
61071,C109D12,Type 2 diabetes mellitus with hypoglycaemic coma,Diabetes (uncomplicated),1
6813,1434.00,H/O: diabetes mellitus,Diabetes (uncomplicated),1
97446,C108912,Type 1 diabetes mellitus maturity onset,Diabetes (uncomplicated),1
61021,68AB.00,Diabetic digital retinopathy screening offered,Diabetes (uncomplicated),1
106528,C10FN11,Type II diabetes mellitus with ketoacidosis,Diabetes (uncomplicated),1
47341,8A12.00,Diabetic crisis monitoring,Diabetes (uncomplicated),1
13074,13B1.00,Diabetic diet,Diabetes (uncomplicated),1
14050,42c..00,HbA1 - diabetic control,Diabetes (uncomplicated),1
50609,L180600,"Pre-existing diabetes mellitus, non-insulin-dependent",Diabetes (uncomplicated),1
42567,C103000,"Diabetes mellitus, juvenile type, with ketoacidotic coma",Diabetes (uncomplicated),1
13057,679L.00,Health education - diabetes,Diabetes (uncomplicated),1
18824,8I3W.00,Diabetic foot examination declined,Diabetes (uncomplicated),1
60107,C108411,Unstable type I diabetes mellitus,Diabetes (uncomplicated),1
108993,661M400,Diabetes self-management plan agreed,Diabetes (uncomplicated),1
105337,C10E811,Type I diabetes mellitus - poor control,Diabetes (uncomplicated),1
9145,9N4I.00,DNA - Did not attend diabetic clinic,Diabetes (uncomplicated),1
54419,918T.00,Diabetes key contact,Diabetes (uncomplicated),1
25041,ZC2CA00,Dietary advice for type II diabetes,Diabetes (uncomplicated),1
10692,C10EM00,Type 1 diabetes mellitus with ketoacidosis,Diabetes (uncomplicated),1
17858,C108.12,Type 1 diabetes mellitus,Diabetes (uncomplicated),1
40682,C10E900,Type 1 diabetes mellitus maturity onset,Diabetes (uncomplicated),1
59288,C103y00,Other specified diabetes mellitus with coma,Diabetes (uncomplicated),1
52212,Cyu2.00,[X]Diabetes mellitus,Diabetes (uncomplicated),1
8306,8H7f.00,Referral to diabetes nurse,Diabetes (uncomplicated),1
58133,ZLD7500,Discharge by diabetic liaison nurse,Diabetes (uncomplicated),1
6125,66AS.00,Diabetic annual review,Diabetes (uncomplicated),1
18739,J615z12,Cryptogenic cirrhosis of liver,Mild liver disease,1
44791,J661900,Sclerosing cholangitis unspecified,Mild liver disease,1
44676,J615400,Fatty portal cirrhosis,Mild liver disease,1
97670,J661600,Obliterative cholangitis,Mild liver disease,1
58184,J615812,Indian childhood cirrhosis,Mild liver disease,1
53480,J614300,Recurrent hepatitis,Mild liver disease,1
261920,J615B00,Toxic portal cirrhosis,Mild liver disease,1
91591,J616200,Biliary cirrhosis of children,Mild liver disease,1
104892,A70D.00,Hepatitis C genotype 4,Mild liver disease,1
106642,A707300,Chronic viral hepatitis B,Mild liver disease,1
16725,J615.00,Cirrhosis - non alcoholic,Mild liver disease,1
108819,J615711,Congestive cirrhosis,Mild liver disease,1
289372,J615A00,Pipe-stem portal cirrhosis,Mild liver disease,1
9029,J614100,Chronic active hepatitis,Mild liver disease,1
304263,5710MC,MICRONODULAR CIRRHOSIS,Mild liver disease,1
35667,J661800,Secondary sclerosing cholangitis,Mild liver disease,1
33597,J61yz00,Other non-alcoholic chronic liver disease NOS,Mild liver disease,1
16455,J615z00,Non-alcoholic cirrhosis NOS,Mild liver disease,1
11271,65V3.11,Hepatitis notification,Mild liver disease,1
48928,J615H00,Infectious cirrhosis NOS,Mild liver disease,1
47257,J615.11,Portal cirrhosis,Mild liver disease,1
243573,J615F00,Syphilitic portal cirrhosis,Mild liver disease,1
3450,J615300,Diffuse nodular cirrhosis,Mild liver disease,1
27663,J63X.00,"Granulomatous hepatitis, not elsewhere classified",Mild liver disease,1
104346,A70C.00,Hepatitis C genotype 3,Mild liver disease,1
107896,AyuB200,"[X]Chronic viral hepatitis, unspecified",Mild liver disease,1
899,J633.00,Hepatitis unspecified,Mild liver disease,1
304264,5719CL,CIRRHOSIS,Mild liver disease,1
108343,AyuB100,[X]Other chronic viral hepatitis,Mild liver disease,1
30586,A707200,Chronic viral hepatitis C,Mild liver disease,1
304267,5719HP,LIVER CIRRHOSIS,Mild liver disease,1
73482,J615D00,Bacterial portal cirrhosis,Mild liver disease,1
55454,J615y00,Portal cirrhosis unspecified,Mild liver disease,1
99898,9kR..00,Chronic hepatitis annual review - enhanced services admin,Mild liver disease,1
15678,J661200,Recurrent cholangitis,Mild liver disease,1
100474,J612.12,Laennec's cirrhosis,Mild liver disease,1
26367,A707.00,Chronic viral hepatitis,Mild liver disease,1
5638,J616000,Primary biliary cirrhosis,Mild liver disease,1
50245,Q409100,Congenital hepatitis B infection,Mild liver disease,1
1755,J614200,Chronic aggressive hepatitis,Mild liver disease,1
96664,J615800,Juvenile portal cirrhosis,Mild liver disease,1
41096,A707100,Chronic viral hepatitis B without delta-agent,Mild liver disease,1
304261,5710CA,CIRRHOSIS ALCOHOLIC,Mild liver disease,1
256764,5719CB,SECONDARY BILIARY CIRRHOSIS (LIVER),Mild liver disease,1
2860,A703.00,Viral (serum) hepatitis B,Mild liver disease,1
15425,J661700,Primary sclerosing cholangitis,Mild liver disease,1
40567,J615600,Capsular portal cirrhosis,Mild liver disease,1
9494,J616.00,Biliary cirrhosis,Mild liver disease,1
25589,C376100,Alpha-1-antitrypsin hepatitis,Mild liver disease,1
289370,J615000,Unilobular portal cirrhosis,Mild liver disease,1
15489,J614z00,Chronic hepatitis NOS,Mild liver disease,1
104686,J632300,Hepatitis in toxoplasmosis,Mild liver disease,1
51530,J661100,Chronic cholangitis,Mild liver disease,1
15855,J600100,Acute hepatitis - noninfective,Mild liver disease,1
109540,J615G00,Zooparasitic portal cirrhosis,Mild liver disease,1
256768,5730CA,HEPATITIS CHRONIC ACTIVE,Mild liver disease,1
64750,J635400,Toxic liver disease with chronic lobular hepatitis,Mild liver disease,1
104225,Q434100,Giant cell hepatitis causing neonatal jaundice,Mild liver disease,1
234552,J615z14,"Laennec's cirrhosis, non-alcoholic",Mild liver disease,1
53861,Jyu7700,"[X]Granulomatous hepatitis, not elsewhere classified",Mild liver disease,1
58630,J616z00,Biliary cirrhosis NOS,Mild liver disease,1
53704,J600200,Acute yellow atrophy,Mild liver disease,1
66534,J614400,Chronic lobular hepatitis,Mild liver disease,1
53877,J614y00,Chronic hepatitis unspecified,Mild liver disease,1
23578,J614000,Chronic persistent hepatitis,Mild liver disease,1
1638,J615z13,Cirrhosis of liver NOS,Mild liver disease,1
7602,J617000,Chronic alcoholic hepatitis,Mild liver disease,1
4743,J612.00,Alcoholic cirrhosis of liver,Mild liver disease,1
104579,A70G.00,Acute hepatitis C,Mild liver disease,1
44120,J635600,Toxic liver disease with fibrosis and cirrhosis of liver,Mild liver disease,1
32277,A707X00,"Chronic viral hepatitis, unspecified",Mild liver disease,1
68376,J612.11,Florid cirrhosis,Mild liver disease,1
3216,J611.00,Acute alcoholic hepatitis,Mild liver disease,1
100253,J615C00,Xanthomatous portal cirrhosis,Mild liver disease,1
1754,J614.00,Chronic hepatitis,Mild liver disease,1
7943,J617.00,Alcoholic hepatitis,Mild liver disease,1
63456,J632200,Hepatitis in secondary syphilis,Mild liver disease,1
303004,070 G,HEPATITIS CHRONIC AGGRESSIVE,Mild liver disease,1
304268,5719PB,PRIMARY BILIARY CIRRHOSIS (LIVER),Mild liver disease,1
17219,J635300,Toxic liver disease with chronic persistent hepatitis,Mild liver disease,1
7957,J614111,Autoimmune chronic active hepatitis,Mild liver disease,1
22168,J601100,Subacute hepatitis - noninfective,Mild liver disease,1
28798,J63y100,Nonspecific reactive hepatitis,Mild liver disease,1
98148,J61y800,Nonalcoholic steatohepatitis,Mild liver disease,1
66185,AD05.00,Toxoplasma hepatitis,Mild liver disease,1
42843,J61y.00,Other non-alcoholic chronic liver disease,Mild liver disease,1
284231,5719MA,MACRONODULAR CIRRHOSIS,Mild liver disease,1
6863,J61..00,Cirrhosis and chronic liver disease,Mild liver disease,1
19512,C310400,Glycogenosis with hepatic cirrhosis,Mild liver disease,1
1467,J632000,Hepatitis in malaria,Mild liver disease,1
6015,Jyu7100,[X]Other and unspecified cirrhosis of liver,Mild liver disease,1
24813,A707000,Chronic viral hepatitis B with delta-agent,Mild liver disease,1
234550,J615111,Postnecrotic cirrhosis of liver,Mild liver disease,1
18652,J63B.00,Autoimmune hepatitis,Mild liver disease,1
2834,A705000,Viral hepatitis C without mention of hepatic coma,Mild liver disease,1
19418,A705400,Hepatitis non A non B,Mild liver disease,1
101954,AyuJ900,[X]Sequelae of viral hepatitis,Mild liver disease,1
10539,J61z.00,Chronic liver disease NOS,Mild liver disease,1
22841,J615z11,Macronodular cirrhosis of liver,Mild liver disease,1
69313,J601200,Subacute yellow atrophy,Mild liver disease,1
220339,5719CH,HEPATITIS CHRONIC,Mild liver disease,1
15424,J616100,Secondary biliary cirrhosis,Mild liver disease,1
8206,C350012,Pigmentary cirrhosis of liver,Mild liver disease,1
2413,A70z000,Hepatitis C,Mild liver disease,1
39351,J635500,Toxic liver disease with chronic active hepatitis,Mild liver disease,1
15562,J633000,Toxic hepatitis,Mild liver disease,1
69204,J615100,Multilobular portal cirrhosis,Mild liver disease,1
105664,A70B.00,Hepatitis C genotype 2,Mild liver disease,1
40963,J61y300,Portal fibrosis without cirrhosis,Mild liver disease,1
104341,A70A.00,Hepatitis C genotype 1,Mild liver disease,1
92909,J615500,Hypertrophic portal cirrhosis,Mild liver disease,1
33650,7929100,Percut transluminal coronary thrombolysis with streptokinase,Myocardial infarction,1
32272,G38..00,Postoperative myocardial infarction,Myocardial infarction,1
17872,G301100,Acute anteroseptal infarction,Myocardial infarction,1
13571,G30..16,Thrombosis - coronary,Myocardial infarction,1
9507,G307000,Acute non-Q wave infarction,Myocardial infarction,1
55137,G311011,MI - myocardial infarction aborted,Myocardial infarction,1
72562,G353.00,Subsequent myocardial infarction of other sites,Myocardial infarction,1
46166,G35X.00,Subsequent myocardial infarction of unspecified site,Myocardial infarction,1
40399,14A4.00,H/O: myocardial infarct >60,Myocardial infarction,1
5387,G301.00,Other specified anterior myocardial infarction,Myocardial infarction,1
50372,14AH.00,H/O: Myocardial infarction in last year,Myocardial infarction,1
41835,G384.00,Postoperative subendocardial myocardial infarction,Myocardial infarction,1
3704,G307.00,Acute subendocardial infarction,Myocardial infarction,1
23892,G304.00,Posterior myocardial infarction NOS,Myocardial infarction,1
96838,Gyu3400,[X]Acute transmural myocardial infarction of unspecif site,Myocardial infarction,1
1204,G30..14,Heart attack,Myocardial infarction,1
40996,7929111,Percut translum coronary thrombolytic therapy- streptokinase,Myocardial infarction,1
4017,G32..00,Old myocardial infarction,Myocardial infarction,1
14898,G305.00,Lateral myocardial infarction NOS,Myocardial infarction,1
16408,G32..11,Healed myocardial infarction,Myocardial infarction,1
18842,G35..00,Subsequent myocardial infarction,Myocardial infarction,1
1678,G308.00,Inferior myocardial infarction NOS,Myocardial infarction,1
46112,G380.00,Postoperative transmural myocardial infarction anterior wall,Myocardial infarction,1
61670,889A.00,Diab mellit insulin-glucose infus acute myocardial infarct,Myocardial infarction,1
1677,G30..15,MI - acute myocardial infarction,Myocardial infarction,1
241,G30..00,Acute myocardial infarction,Myocardial infarction,1
61072,G311000,Myocardial infarction aborted,Myocardial infarction,1
34803,G30y.00,Other acute myocardial infarction,Myocardial infarction,1
2491,G30..12,Coronary thrombosis,Myocardial infarction,1
38609,G351.00,Subsequent myocardial infarction of inferior wall,Myocardial infarction,1
109035,Gyu3500,[X]Subsequent myocardial infarction of other sites,Myocardial infarction,1
10562,G307100,Acute non-ST segment elevation myocardial infarction,Myocardial infarction,1
46276,G381.00,Postoperative transmural myocardial infarction inferior wall,Myocardial infarction,1
59032,323Z.00,ECG: myocardial infarct NOS,Myocardial infarction,1
303771,4109TC,THROMBOSIS CORONARY,Myocardial infarction,1
29643,G303.00,Acute inferoposterior infarction,Myocardial infarction,1
63467,G306.00,True posterior myocardial infarction,Myocardial infarction,1
45809,G350.00,Subsequent myocardial infarction of anterior wall,Myocardial infarction,1
35674,14A3.00,H/O: myocardial infarct <60,Myocardial infarction,1
36423,G36..00,Certain current complication follow acute myocardial infarct,Myocardial infarction,1
46017,G30yz00,Other acute myocardial infarction NOS,Myocardial infarction,1
39904,3232.00,ECG: old myocardial infarction,Myocardial infarction,1
8935,G302.00,Acute inferolateral infarction,Myocardial infarction,1
29421,G344.00,Silent myocardial ischaemia,Myocardial infarction,1
30421,G30..13,Cardiac rupture following myocardial infarction (MI),Myocardial infarction,1
306424,4109NC,CORONARY INFARCTION,Myocardial infarction,1
12139,G300.00,Acute anterolateral infarction,Myocardial infarction,1
306459,429 AH,HEART ATTACK,Myocardial infarction,1
14897,G301z00,Anterior myocardial infarction NOS,Myocardial infarction,1
7783,323..00,ECG: myocardial infarction,Myocardial infarction,1
14658,G30z.00,Acute myocardial infarction NOS,Myocardial infarction,1
32854,G30B.00,Acute posterolateral myocardial infarction,Myocardial infarction,1
17689,G30..17,Silent myocardial infarction,Myocardial infarction,1
23579,G310.00,Postmyocardial infarction syndrome,Myocardial infarction,1
99991,Gyu3600,[X]Subsequent myocardial infarction of unspecified site,Myocardial infarction,1
12229,G30X000,Acute ST segment elevation myocardial infarction,Myocardial infarction,1
17464,G32..12,Personal history of myocardial infarction,Myocardial infarction,1
68748,G38z.00,"Postoperative myocardial infarction, unspecified",Myocardial infarction,1
106812,G383.00,Postoperative transmural myocardial infarction unspec site,Myocardial infarction,1
100139,14AT.00,History of myocardial infarction,Myocardial infarction,1
29758,G30X.00,Acute transmural myocardial infarction of unspecif site,Myocardial infarction,1
71150,J12y000,Unspecified duodenal ulcer without mention of complication,Peptic ulcer disease,1
2814,J12y100,Unspecified duodenal ulcer with haemorrhage,Peptic ulcer disease,1
11104,J111211,Perforated chronic gastric ulcer,Peptic ulcer disease,1
63582,J111100,Chronic gastric ulcer with haemorrhage,Peptic ulcer disease,1
29317,J124.00,Recurrent duodenal ulcer,Peptic ulcer disease,1
15821,J13..11,Stress ulcer NOS,Peptic ulcer disease,1
18001,J120100,Acute duodenal ulcer with haemorrhage,Peptic ulcer disease,1
67082,J13y000,Unspecified peptic ulcer without mention of complication,Peptic ulcer disease,1
44309,J111z00,Chronic gastric ulcer NOS,Peptic ulcer disease,1
52138,J121y00,Chronic duodenal ulcer unspecified,Peptic ulcer disease,1
40489,ZV12712,[V]Personal history of duodenal ulcer,Peptic ulcer disease,1
32856,J130.00,Acute peptic ulcer,Peptic ulcer disease,1
220301,5340GJ,ULCER GASTROJEJUNAL PERFORATED,Peptic ulcer disease,1
45981,761D500,Endoscopic injection haemostasis of duodenal ulcer,Peptic ulcer disease,1
293303,5320PT,ULCER PEPTIC DUODENUM PERFORATED,Peptic ulcer disease,1
55933,7627z00,Operation on duodenal ulcer NOS,Peptic ulcer disease,1
2877,J11z.11,Gastric erosions,Peptic ulcer disease,1
216247,J13yy00,Unspec peptic ulcer; unspec haemorrhage and/or perforation,Peptic ulcer disease,1
92695,7612111,Balfour excision of gastric ulcer,Peptic ulcer disease,1
53669,J12y.00,Unspecified duodenal ulcer,Peptic ulcer disease,1
