medcode,readcode,readterm,cat,score,CC,TERMID,TERM60
10692,C10EM00,Type 1 diabetes mellitus with ketoacidosis,Diabetes (uncomplicated),1,C1010,YaluM,Type 1 diabetes mellitus with ketoacidosis
59288,C103y00,Other specified diabetes mellitus with coma,Diabetes (uncomplicated),1,C103y,YMAp8,Other specified diabetes mellitus with coma
52212,Cyu2.00,[X]Diabetes mellitus,Diabetes (uncomplicated),1,Cyu2.,00FKz,[X]Diabetes mellitus
58133,ZLD7500,Discharge by diabetic liaison nurse,Diabetes (uncomplicated),1,XaAk4,YaZis,Discharge by diabetic liaison nurse
6125,66AS.00,Diabetic annual review,Diabetes (uncomplicated),1,66AS.,YaXzc,Diabetic annual review
44791,J661900,Sclerosing cholangitis unspecified,Mild liver disease,1,J6619,Y30PS,Sclerosing cholangitis unspecified
44676,J615400,Fatty portal cirrhosis,Mild liver disease,1,J6154,Y30NP,Fatty portal cirrhosis
97670,J661600,Obliterative cholangitis,Mild liver disease,1,J6616,Y30PK,Obliterative cholangitis
58184,J615812,Indian childhood cirrhosis,Mild liver disease,1,X307P,Y30NU,Indian childhood cirrhosis
53480,J614300,Recurrent hepatitis,Mild liver disease,1,J6143,Y30L4,Recurrent hepatitis
261920,J615B00,Toxic portal cirrhosis,Mild liver disease,1,J615B,Y30NM,Toxic portal cirrhosis
91591,J616200,Biliary cirrhosis of children,Mild liver disease,1,J6162,Y30O6,Biliary cirrhosis of children
104892,A70D.00,Hepatitis C genotype 4,Mild liver disease,1,XaZ5T,YavJ6,Hepatitis C genotype 4
106642,A707300,Chronic viral hepatitis B,Mild liver disease,1,X306i,Y30Lv,Chronic viral hepatitis B
9029,J614100,Chronic active hepatitis,Mild liver disease,1,J6141,Y30N7,Chronic active hepatitis
35667,J661800,Secondary sclerosing cholangitis,Mild liver disease,1,J6618,Y30PU,Secondary sclerosing cholangitis
33597,J61yz00,Other non-alcoholic chronic liver disease NOS,Mild liver disease,1,J61yz,Y30Ko,Other non-alcoholic chronic liver disease NOS
16455,J615z00,Non-alcoholic cirrhosis NOS,Mild liver disease,1,XE0bA,Y30NR,Non-alcoholic cirrhosis NOS
11271,65V3.11,Hepatitis notification,Mild liver disease,1,XM1Wd,Y79WQ,Hepatitis notification
48928,J615H00,Infectious cirrhosis NOS,Mild liver disease,1,J615H,Y30Nl,Infectious cirrhosis NOS
47257,J615.11,Portal cirrhosis,Mild liver disease,1,X307R,Y30Nd,Portal cirrhosis
243573,J615F00,Syphilitic portal cirrhosis,Mild liver disease,1,J615F,Y30Nm,Syphilitic portal cirrhosis
3450,J615300,Diffuse nodular cirrhosis,Mild liver disease,1,J6153,Y30Ni,Diffuse nodular cirrhosis
27663,J63X.00,"Granulomatous hepatitis, not elsewhere classified",Mild liver disease,1,J63X.,00Hva,"Granulomatous hepatitis, not elsewhere classified"
104346,A70C.00,Hepatitis C genotype 3,Mild liver disease,1,XaZ5S,YavJ5,Hepatitis C genotype 3
107896,AyuB200,"[X]Chronic viral hepatitis, unspecified",Mild liver disease,1,AyuB2,YMA5c,"[X]Chronic viral hepatitis, unspecified"
899,J633.00,Hepatitis unspecified,Mild liver disease,1,J633.,Y30L0,Hepatitis unspecified
108343,AyuB100,[X]Other chronic viral hepatitis,Mild liver disease,1,AyuB1,YMA5b,[X]Other chronic viral hepatitis
30586,A707200,Chronic viral hepatitis C,Mild liver disease,1,X306k,Y30Lx,Chronic viral hepatitis C
73482,J615D00,Bacterial portal cirrhosis,Mild liver disease,1,J615D,Y30No,Bacterial portal cirrhosis
55454,J615y00,Portal cirrhosis unspecified,Mild liver disease,1,J615y,Y30Ng,Portal cirrhosis unspecified
99898,9kR..00,Chronic hepatitis annual review - enhanced services admin,Mild liver disease,1,9kR..,00D6K,Chronic hepatitis annual review - enhanced services admin
15678,J661200,Recurrent cholangitis,Mild liver disease,1,J6612,Y30PO,Recurrent cholangitis
26367,A707.00,Chronic viral hepatitis,Mild liver disease,1,X306h,Y30Lu,Chronic viral hepatitis
5638,J616000,Primary biliary cirrhosis,Mild liver disease,1,J6160,Y30O3,Primary biliary cirrhosis
50245,Q409100,Congenital hepatitis B infection,Mild liver disease,1,Q4091,Y713g,Congenital hepatitis B infection
1755,J614200,Chronic aggressive hepatitis,Mild liver disease,1,J6142,Y30N8,Chronic aggressive hepatitis
96664,J615800,Juvenile portal cirrhosis,Mild liver disease,1,XE0b8,Y30NA,Juvenile portal cirrhosis
41096,A707100,Chronic viral hepatitis B without delta-agent,Mild liver disease,1,A7071,YMAle,Chronic viral hepatitis B without delta-agent
15425,J661700,Primary sclerosing cholangitis,Mild liver disease,1,J6617,Y30O0,Primary sclerosing cholangitis
40567,J615600,Capsular portal cirrhosis,Mild liver disease,1,J6156,Y30NO,Capsular portal cirrhosis
9494,J616.00,Biliary cirrhosis,Mild liver disease,1,J616.,Y30O1,Biliary cirrhosis
25589,C376100,Alpha-1-antitrypsin hepatitis,Mild liver disease,1,C3761,YM1g3,Alpha-1-antitrypsin hepatitis
289370,J615000,Unilobular portal cirrhosis,Mild liver disease,1,J6150,Y30NG,Unilobular portal cirrhosis
15489,J614z00,Chronic hepatitis NOS,Mild liver disease,1,J614z,Y30N3,Chronic hepatitis NOS
104686,J632300,Hepatitis in toxoplasmosis,Mild liver disease,1,J6323,00HvE,Hepatitis in toxoplasmosis
51530,J661100,Chronic cholangitis,Mild liver disease,1,J6611,Y30PP,Chronic cholangitis
109540,J615G00,Zooparasitic portal cirrhosis,Mild liver disease,1,J615G,Y30Np,Zooparasitic portal cirrhosis
64750,J635400,Toxic liver disease with chronic lobular hepatitis,Mild liver disease,1,J6354,YMAlr,Toxic liver disease with chronic lobular hepatitis
104225,Q434100,Giant cell hepatitis causing neonatal jaundice,Mild liver disease,1,Q4341,Y7110,Giant cell hepatitis causing neonatal jaundice
234552,J615z14,"Laennec's cirrhosis, non-alcoholic",Mild liver disease,1,X307S,Y30Nf,"Laennec's cirrhosis, non-alcoholic"
53861,Jyu7700,"[X]Granulomatous hepatitis, not elsewhere classified",Mild liver disease,1,Jyu77,YMAKi,"[X]Granulomatous hepatitis, not elsewhere classified"
58630,J616z00,Biliary cirrhosis NOS,Mild liver disease,1,J616z,Y30O2,Biliary cirrhosis NOS
53704,J600200,Acute yellow atrophy,Mild liver disease,1,J6002,Y30Kw,Acute yellow atrophy
66534,J614400,Chronic lobular hepatitis,Mild liver disease,1,X307G,Y30N6,Chronic lobular hepatitis
53877,J614y00,Chronic hepatitis unspecified,Mild liver disease,1,J614y,Y30N4,Chronic hepatitis unspecified
23578,J614000,Chronic persistent hepatitis,Mild liver disease,1,J6140,Y30N5,Chronic persistent hepatitis
1638,J615z13,Cirrhosis of liver NOS,Mild liver disease,1,X307M,Y30NL,Cirrhosis of liver NOS
7602,J617000,Chronic alcoholic hepatitis,Mild liver disease,1,XaBE3,YaaW5,Chronic alcoholic hepatitis
4743,J612.00,Alcoholic cirrhosis of liver,Mild liver disease,1,XE0b4,Y30Nw,Alcoholic cirrhosis of liver
104579,A70G.00,Acute hepatitis C,Mild liver disease,1,X306e,Y30Lq,Acute hepatitis C
44120,J635600,Toxic liver disease with fibrosis and cirrhosis of liver,Mild liver disease,1,J6356,YMAlt,Toxic liver disease with fibrosis and cirrhosis of liver
32277,A707X00,"Chronic viral hepatitis, unspecified",Mild liver disease,1,A707X,00DRn,"Chronic viral hepatitis, unspecified"
68376,J612.11,Florid cirrhosis,Mild liver disease,1,X307N,Y30NS,Florid cirrhosis
3216,J611.00,Acute alcoholic hepatitis,Mild liver disease,1,J611.,Y30MF,Acute alcoholic hepatitis
100253,J615C00,Xanthomatous portal cirrhosis,Mild liver disease,1,J615C,00Hu4,Xanthomatous portal cirrhosis
1754,J614.00,Chronic hepatitis,Mild liver disease,1,J614.,Y30N2,Chronic hepatitis
7943,J617.00,Alcoholic hepatitis,Mild liver disease,1,X306r,Y30ME,Alcoholic hepatitis
63456,J632200,Hepatitis in secondary syphilis,Mild liver disease,1,J6322,Y30LM,Hepatitis in secondary syphilis
17219,J635300,Toxic liver disease with chronic persistent hepatitis,Mild liver disease,1,J6353,YMAlq,Toxic liver disease with chronic persistent hepatitis
28798,J63y100,Nonspecific reactive hepatitis,Mild liver disease,1,X306U,Y30L5,Nonspecific reactive hepatitis
98148,J61y800,Nonalcoholic steatohepatitis,Mild liver disease,1,XaQIT,Yasrl,Nonalcoholic steatohepatitis
66185,AD05.00,Toxoplasma hepatitis,Mild liver disease,1,AD05.,Y30LI,Toxoplasma hepatitis
42843,J61y.00,Other non-alcoholic chronic liver disease,Mild liver disease,1,J61y.,Y30Kn,Other non-alcoholic chronic liver disease
6863,J61..00,Cirrhosis and chronic liver disease,Mild liver disease,1,J61..,Y30NK,Cirrhosis and chronic liver disease
1467,J632000,Hepatitis in malaria,Mild liver disease,1,J6320,Y30LN,Hepatitis in malaria
6015,Jyu7100,[X]Other and unspecified cirrhosis of liver,Mild liver disease,1,Jyu71,YMAKc,[X]Other and unspecified cirrhosis of liver
24813,A707000,Chronic viral hepatitis B with delta-agent,Mild liver disease,1,A7070,00DRj,Chronic viral hepatitis B with delta-agent
18652,J63B.00,Autoimmune hepatitis,Mild liver disease,1,XaJTk,YSKkB,Autoimmune hepatitis
2834,A705000,Viral hepatitis C without mention of hepatic coma,Mild liver disease,1,A7050,YaaX8,Viral hepatitis C without mention of hepatic coma
101954,AyuJ900,[X]Sequelae of viral hepatitis,Mild liver disease,1,AyuJ9,00DoR,[X]Sequelae of viral hepatitis
10539,J61z.00,Chronic liver disease NOS,Mild liver disease,1,J61z.,Y30Kk,Chronic liver disease NOS
69313,J601200,Subacute yellow atrophy,Mild liver disease,1,J6012,Y30Kq,Subacute yellow atrophy
15424,J616100,Secondary biliary cirrhosis,Mild liver disease,1,J6161,Y30O5,Secondary biliary cirrhosis
2413,A70z000,Hepatitis C,Mild liver disease,1,A70z0,Ya3q9,Hepatitis C
39351,J635500,Toxic liver disease with chronic active hepatitis,Mild liver disease,1,J6355,YMAls,Toxic liver disease with chronic active hepatitis
15562,J633000,Toxic hepatitis,Mild liver disease,1,J6330,Y30MA,Toxic hepatitis
69204,J615100,Multilobular portal cirrhosis,Mild liver disease,1,XE0b6,Y30Nh,Multilobular portal cirrhosis
105664,A70B.00,Hepatitis C genotype 2,Mild liver disease,1,XaZ5Q,YavJ4,Hepatitis C genotype 2
40963,J61y300,Portal fibrosis without cirrhosis,Mild liver disease,1,J61y3,Y30Kl,Portal fibrosis without cirrhosis
104341,A70A.00,Hepatitis C genotype 1,Mild liver disease,1,XaZ5P,YavJ3,Hepatitis C genotype 1
33650,7929100,Percut transluminal coronary thrombolysis with streptokinase,Myocardial infarction,1,79291,Y02vm,Percut transluminal coronary thrombolysis with streptokinase
32272,G38..00,Postoperative myocardial infarction,Myocardial infarction,1,XaD2b,Yad42,Postoperative myocardial infarction
9507,G307000,Acute non-Q wave infarction,Myocardial infarction,1,XaAzi,YaaA4,Acute non-Q wave infarction
72562,G353.00,Subsequent myocardial infarction of other sites,Myocardial infarction,1,G353.,Ya3p0,Subsequent myocardial infarction of other sites
46166,G35X.00,Subsequent myocardial infarction of unspecified site,Myocardial infarction,1,G35X.,00Gte,Subsequent myocardial infarction of unspecified site
5387,G301.00,Other specified anterior myocardial infarction,Myocardial infarction,1,G301.,Y202Q,Other specified anterior myocardial infarction
50372,14AH.00,H/O: Myocardial infarction in last year,Myocardial infarction,1,XaBL1,Yaaem,H/O: Myocardial infarction in last year
41835,G384.00,Postoperative subendocardial myocardial infarction,Myocardial infarction,1,XaD2h,Yad4A,Postoperative subendocardial myocardial infarction
3704,G307.00,Acute subendocardial infarction,Myocardial infarction,1,G307.,Y202W,Acute subendocardial infarction
23892,G304.00,Posterior myocardial infarction NOS,Myocardial infarction,1,G304.,Y202x,Posterior myocardial infarction NOS
96838,Gyu3400,[X]Acute transmural myocardial infarction of unspecif site,Myocardial infarction,1,Gyu34,YMAH8,[X]Acute transmural myocardial infarction of unspecif site
4017,G32..00,Old myocardial infarction,Myocardial infarction,1,XE2aA,Y202y,Old myocardial infarction
14898,G305.00,Lateral myocardial infarction NOS,Myocardial infarction,1,G305.,Y202p,Lateral myocardial infarction NOS
18842,G35..00,Subsequent myocardial infarction,Myocardial infarction,1,G35..,YMAk7,Subsequent myocardial infarction
1678,G308.00,Inferior myocardial infarction NOS,Myocardial infarction,1,G308.,Y202i,Inferior myocardial infarction NOS
46112,G380.00,Postoperative transmural myocardial infarction anterior wall,Myocardial infarction,1,XaD2d,Yad46,Postoperative transmural myocardial infarction anterior wall
61670,889A.00,Diab mellit insulin-glucose infus acute myocardial infarct,Myocardial infarction,1,XaFx7,Yah9J,Diab mellit insulin-glucose infus acute myocardial infarct
241,G30..00,Acute myocardial infarction,Myocardial infarction,1,XE0Uh,Y202N,Acute myocardial infarction
34803,G30y.00,Other acute myocardial infarction,Myocardial infarction,1,G30y.,Y202S,Other acute myocardial infarction
38609,G351.00,Subsequent myocardial infarction of inferior wall,Myocardial infarction,1,G351.,YMAk9,Subsequent myocardial infarction of inferior wall
109035,Gyu3500,[X]Subsequent myocardial infarction of other sites,Myocardial infarction,1,Gyu35,YMAH9,[X]Subsequent myocardial infarction of other sites
10562,G307100,Acute non-ST segment elevation myocardial infarction,Myocardial infarction,1,XaIwY,Yali5,Acute non-ST segment elevation myocardial infarction
46276,G381.00,Postoperative transmural myocardial infarction inferior wall,Myocardial infarction,1,XaD2e,Yad47,Postoperative transmural myocardial infarction inferior wall
59032,323Z.00,ECG: myocardial infarct NOS,Myocardial infarction,1,323Z.,Y7Ftu,ECG: myocardial infarct NOS
29643,G303.00,Acute inferoposterior infarction,Myocardial infarction,1,G303.,Y202h,Acute inferoposterior infarction
63467,G306.00,True posterior myocardial infarction,Myocardial infarction,1,G306.,Y202w,True posterior myocardial infarction
45809,G350.00,Subsequent myocardial infarction of anterior wall,Myocardial infarction,1,G350.,YMAk8,Subsequent myocardial infarction of anterior wall
36423,G36..00,Certain current complication follow acute myocardial infarct,Myocardial infarction,1,G36..,YMAkA,Certain current complication follow acute myocardial infarct
46017,G30yz00,Other acute myocardial infarction NOS,Myocardial infarction,1,G30yz,Y202T,Other acute myocardial infarction NOS
39904,3232,ECG: old myocardial infarction,Myocardial infarction,1,3232,Y7Ftz,ECG: old myocardial infarction
29421,G344.00,Silent myocardial ischaemia,Myocardial infarction,1,X200D,Y202G,Silent myocardial ischaemia
14897,G301z00,Anterior myocardial infarction NOS,Myocardial infarction,1,G301z,Y202R,Anterior myocardial infarction NOS
7783,323..00,ECG: myocardial infarction,Myocardial infarction,1,323..,Y7Ftt,ECG: myocardial infarction
14658,G30z.00,Acute myocardial infarction NOS,Myocardial infarction,1,G30z.,Y202U,Acute myocardial infarction NOS
32854,G30B.00,Acute posterolateral myocardial infarction,Myocardial infarction,1,XaJX0,YambR,Acute posterolateral myocardial infarction
17689,G30..17,Silent myocardial infarction,Myocardial infarction,1,X200a,Y2034,Silent myocardial infarction
99991,Gyu3600,[X]Subsequent myocardial infarction of unspecified site,Myocardial infarction,1,Gyu36,YMAHA,[X]Subsequent myocardial infarction of unspecified site
12229,G30X000,Acute ST segment elevation myocardial infarction,Myocardial infarction,1,XaIwM,Yalhn,Acute ST segment elevation myocardial infarction
68748,G38z.00,"Postoperative myocardial infarction, unspecified",Myocardial infarction,1,XaD2i,Yad4B,"Postoperative myocardial infarction, unspecified"
106812,G383.00,Postoperative transmural myocardial infarction unspec site,Myocardial infarction,1,XaD2g,Yad49,Postoperative transmural myocardial infarction unspec site
100139,14AT.00,History of myocardial infarction,Myocardial infarction,1,XaQk7,YatIS,History of myocardial infarction
29758,G30X.00,Acute transmural myocardial infarction of unspecif site,Myocardial infarction,1,G30X.,00GsJ,Acute transmural myocardial infarction of unspecif site
71150,J12y000,Unspecified duodenal ulcer without mention of complication,Peptic ulcer disease,1,J12y0,Y306q,Unspecified duodenal ulcer without mention of complication
2814,J12y100,Unspecified duodenal ulcer with haemorrhage,Peptic ulcer disease,1,J12y1,Y306p,Unspecified duodenal ulcer with haemorrhage
63582,J111100,Chronic gastric ulcer with haemorrhage,Peptic ulcer disease,1,J1111,Y30bZ,Chronic gastric ulcer with haemorrhage
29317,J124.00,Recurrent duodenal ulcer,Peptic ulcer disease,1,J124.,YaY9q,Recurrent duodenal ulcer
18001,J120100,Acute duodenal ulcer with haemorrhage,Peptic ulcer disease,1,J1201,Y30bg,Acute duodenal ulcer with haemorrhage
67082,J13y000,Unspecified peptic ulcer without mention of complication,Peptic ulcer disease,1,J13y0,Y308D,Unspecified peptic ulcer without mention of complication
44309,J111z00,Chronic gastric ulcer NOS,Peptic ulcer disease,1,J111z,Y303s,Chronic gastric ulcer NOS
52138,J121y00,Chronic duodenal ulcer unspecified,Peptic ulcer disease,1,J121y,Y3073,Chronic duodenal ulcer unspecified
32856,J130.00,Acute peptic ulcer,Peptic ulcer disease,1,J130.,Y307x,Acute peptic ulcer
45981,761D500,Endoscopic injection haemostasis of duodenal ulcer,Peptic ulcer disease,1,XaFBq,YagDG,Endoscopic injection haemostasis of duodenal ulcer
55933,7627z00,Operation on duodenal ulcer NOS,Peptic ulcer disease,1,7627z,Y21ZY,Operation on duodenal ulcer NOS
216247,J13yy00,Unspec peptic ulcer; unspec haemorrhage and/or perforation,Peptic ulcer disease,1,J13yy,Y3088,Unspec peptic ulcer; unspec haemorrhage and/or perforation
53669,J12y.00,Unspecified duodenal ulcer,Peptic ulcer disease,1,J12y.,Y306j,Unspecified duodenal ulcer
53822,J120y00,Acute duodenal ulcer unspecified,Peptic ulcer disease,1,J120y,Y306t,Acute duodenal ulcer unspecified
69663,J131z00,Chronic peptic ulcer NOS,Peptic ulcer disease,1,J131z,Y307q,Chronic peptic ulcer NOS
15979,J14y200,Unspecified gastrojejunal ulcer with perforation,Peptic ulcer disease,1,J14y2,Y308h,Unspecified gastrojejunal ulcer with perforation
